city, state_id, state_name, county, longitude, latitude, zips, fips id
Belleair,FL,Florida,Pinellas,27.9363,-82.8118,33756,1840015973
Orange Park,FL,Florida,Clay,30.1706,-81.704,32073 32067,1840017206
Samsula,FL,Florida,Volusia,29.0261,-81.0503,32168,1840028769
Port Saint John,FL,Florida,Brevard,28.4771,-80.7874,32927,1840014079
Ellenton,FL,Florida,Manatee,27.5265,-82.5262,34222 34221,1840013124
Haines City,FL,Florida,Polk,28.1098,-81.6158,33844 33845,1840014136
Taft,FL,Florida,Orange,28.428,-81.3666,32824,1840014086
Weirsdale,FL,Florida,Marion,28.9819,-81.9242,32195,1840028793
Winter Park,FL,Florida,Orange,28.5986,-81.3436,32792 32789 32790 32793,1840015966
Shady Hills,FL,Florida,Pasco,28.4043,-82.5468,34610,1840029004
Ocean Breeze Park,FL,Florida,Martin,27.2411,-80.2259,34957,1840017252
Ruskin,FL,Florida,Hillsborough,27.7065,-82.421,33570 33575,1840014159
Highland,FL,Florida,Clay,30.1125,-82.0457,32058,1840028832
Bee Ridge,FL,Florida,Sarasota,27.2855,-82.4731,34233,1840028632
Greensboro,FL,Florida,Gadsden,30.5704,-84.7327,32351 32330,1840017183
Bascom,FL,Florida,Jackson,30.928,-85.118,32423,1840015899
Sink Creek,FL,Florida,Jackson,30.6227,-85.1516,32448,1840028778
Crescent City,FL,Florida,Putnam,29.4375,-81.5175,32112,1840015061
Golf,FL,Florida,Palm Beach,26.5043,-80.1091,33436,1840018306
Lundy,FL,Florida,Putnam,29.6183,-81.6476,32177,1840028722
Punta Gorda,FL,Florida,Charlotte,26.8933,-82.0524,33950 33927 33951,1840015122
Century,FL,Florida,Escambia,30.9767,-87.2628,32535,1840017155
Hampton Springs,FL,Florida,Taylor,30.0855,-83.6549,32347,1840028690
Memphis,FL,Florida,Manatee,27.5435,-82.5607,34221,1840014172
Sun City,FL,Florida,Hillsborough,27.6784,-82.4787,33570,1840028785
Ensley,FL,Florida,Escambia,30.5261,-87.2735,32514 32534,1840013104
Hialeah Gardens,FL,Florida,Miami-Dade,25.888,-80.3573,33016 33018,1840015158
Keysville,FL,Florida,Hillsborough,27.8692,-82.0956,33547,1840028713
Caryville,FL,Florida,Washington,30.7753,-85.812,32427,1840017177
Gulf Hammock,FL,Florida,Levy,29.253,-82.7309,32639,1840028688
North Miami,FL,Florida,Miami-Dade,25.9008,-80.1686,33167 33160 33161 33168 33181,1840015154
Italia,FL,Florida,Nassau,30.6166,-81.717,32097,1840028833
Saint Teresa,FL,Florida,Franklin,29.9308,-84.4541,32358,1840028967
Lehigh Acres,FL,Florida,Lee,26.612,-81.6388,33936 33973 33972 33971 33976 33974 33970,1840014220
The Hammocks,FL,Florida,Miami-Dade,25.67,-80.4483,33196 33186,1840029009
Sweetwater,FL,Florida,Miami-Dade,25.7785,-80.3762,33172 33174,1840016008
North Bay Village,FL,Florida,Miami-Dade,25.8487,-80.1535,33141,1840015153
Howie In The Hills,FL,Florida,Lake,28.7098,-81.7799,34737,1840028859
Mangonia Park,FL,Florida,Palm Beach,26.7586,-80.0761,33407,1840017262
Pine Ridge,FL,Florida,Citrus,28.933,-82.4761,34465 34442 34445,1840028997
Hudson,FL,Florida,Pasco,28.3594,-82.6888,34667 34674,1840014115
Pineland,FL,Florida,Lee,26.6643,-82.1477,33922,1840014224
Flagler Beach,FL,Florida,Flagler,29.4712,-81.13,32136,1840014035
Yeehaw Junction,FL,Florida,Osceola,27.6993,-80.8871,34972,1840014139
Trilby,FL,Florida,Pasco,28.4565,-82.194,33523,1840025152
Homeland,FL,Florida,Polk,27.8182,-81.8269,33847 33830,1840025157
Fidelis,FL,Florida,Santa Rosa,30.9343,-87.0246,32565,1840027008
Espanola,FL,Florida,Flagler,29.5072,-81.3095,32110,1840028675
Indian River City,FL,Florida,Brevard,28.5597,-80.7992,32780,1840028700
Springfield,FL,Florida,Bay,30.1689,-85.6092,32401 32404 32405,1840015923
Laurel,FL,Florida,Sarasota,27.1446,-82.4618,34275 34272,1840014184
South Daytona,FL,Florida,Volusia,29.1656,-81.0056,32119,1840015950
Weston,FL,Florida,Broward,26.1003,-80.4052,33326 33327 33331 33332,1840016003
Lochmoor Waterway Estates,FL,Florida,Lee,26.6436,-81.91,33903,1840029053
Aripeka,FL,Florida,Pasco,28.4308,-82.6669,34667 34679 34607,1840025149
Geneva,FL,Florida,Seminole,28.7377,-81.1143,32732,1840014069
Sun City Center,FL,Florida,Hillsborough,27.715,-82.3569,33598 33573 33571,1840001841
Mayo,FL,Florida,Lafayette,30.051,-83.1766,32066,1840017202
Coral Springs,FL,Florida,Broward,26.2702,-80.2593,33071 33076 33065 33067,1840015134
West Pensacola,FL,Florida,Escambia,30.4263,-87.2679,32505 32507 32506,1840013915
Sarasota Springs,FL,Florida,Sarasota,27.3092,-82.4788,34232,1840029072
Southwest Ranches,FL,Florida,Broward,26.0476,-80.3762,33331 33330 33332,1840018328
Pine Lakes,FL,Florida,Lake,28.939,-81.4308,32736,1840014052
Mulberry,FL,Florida,Polk,27.9057,-81.9871,33860 33830,1840015105
Hernando,FL,Florida,Citrus,28.9451,-82.3781,34434 34442 34441,1840014058
Samoset,FL,Florida,Manatee,27.4765,-82.543,34208,1840014169
Boulogne,FL,Florida,Nassau,30.7716,-81.9759,32046,1840028640
Homosassa,FL,Florida,Citrus,28.7849,-82.6079,34448 34487,1840014059
Osprey,FL,Florida,Sarasota,27.1914,-82.48,34229,1840014186
Jacksonville,FL,Florida,Duval,30.3322,-81.6749,32224 32225 32226 32227 32220 32221 32222 32223 32228 32219 32218 32217 32216 32211 32210 32212 32246 32244 32233 32234 32206 32205 32202 32250 32254 32257 32256 32208 32209 32204 32258 32277 32207 32099 32201 32203 32214 32229 32231 32232 32235 32236 32237 32238 32239 32241 32245 32247 32255 32260,1840015031
Nocatee,FL,Florida,DeSoto,30.0918,-81.4097,32081,1840028805
Ferndale,FL,Florida,Lake,28.622,-81.7014,34715 34729,1840014044
Bradley Junction,FL,Florida,Polk,27.7942,-81.9784,33860,1840025154
Crestview,FL,Florida,Okaloosa,30.748,-86.5784,32536 32539,1840015007
Piney Point,FL,Florida,Manatee,27.6342,-82.5404,34221,1840028757
Bithlo,FL,Florida,Orange,28.5644,-81.1067,32820 32833,1840014083
Feather Sound,FL,Florida,Pinellas,27.9062,-82.6804,33762,1840029034
Juno Beach,FL,Florida,Palm Beach,26.8756,-80.0589,33408,1840017254
Parmalee,FL,Florida,Manatee,27.3712,-82.2181,34251,1840028842
Palm Shores,FL,Florida,Brevard,28.1923,-80.6598,32935 32940,1840017236
Melbourne,FL,Florida,Brevard,28.1152,-80.653,32901 32903 32934 32935 32902 32912 32919 32936 32941,1840015960
Plymouth,FL,Florida,Orange,28.6922,-81.5473,32712,1840028760
Longwood,FL,Florida,Seminole,28.7016,-81.3489,32750 32752 32791,1840015957
Golden Beach,FL,Florida,Miami-Dade,25.966,-80.121,33160,1840017277
Riverland,FL,Florida,Broward,26.094,-80.1867,33312,1840029071
Bereah,FL,Florida,Polk,27.6611,-81.6256,33841,1840028816
Golden Glades,FL,Florida,Miami-Dade,25.9129,-80.2013,33162 33161 33168 33169,1840029039
Macclenny,FL,Florida,Baker,30.2818,-82.1246,32063,1840015921
Bay Harbor Islands,FL,Florida,Miami-Dade,25.8878,-80.1335,33154,1840016005
Dover,FL,Florida,Hillsborough,27.9927,-82.2198,33527,1840013123
Montverde,FL,Florida,Lake,28.5971,-81.6787,34756,1840017230
Weeki Wachee Gardens,FL,Florida,Hernando,28.5375,-82.6208,34607,1840029093
Limestone,FL,Florida,Hardee,27.3673,-81.9048,33865,1840025169
Wellborn,FL,Florida,Suwannee,30.2311,-82.8196,32094,1840028794
Gulf Gate Estates,FL,Florida,Sarasota,27.2588,-82.5066,34231,1840029040
Palatka,FL,Florida,Putnam,29.6488,-81.6618,32177 32178,1840015062
Seffner,FL,Florida,Hillsborough,27.9981,-82.2734,33584 33583,1840014153
Progress Village,FL,Florida,Hillsborough,27.8832,-82.3593,33619 33578,1840028917
Redington Shores,FL,Florida,Pinellas,27.8294,-82.8274,33708,1840018295
Lakeland Highlands,FL,Florida,Polk,27.9572,-81.9496,33813,1840029047
Kinard,FL,Florida,Calhoun,30.2808,-85.2638,32449,1840028883
Palm Beach Shores,FL,Florida,Palm Beach,26.7773,-80.0365,33404,1840017268
Graceville,FL,Florida,Jackson,30.9609,-85.5125,32440,1840013906
West Little River,FL,Florida,Miami-Dade,25.857,-80.2366,33147 33150,1840029096
Oakland,FL,Florida,Orange,28.5538,-81.6335,34760 34787 34740,1840015097
Gateway,FL,Florida,Lee,26.5809,-81.746,33913,1840014213
The Crossings,FL,Florida,Miami-Dade,25.6708,-80.4018,33186,1840029008
Albany,WY,Wyoming,Albany,41.1868,-106.1255,82070,1840017461
Wilson,WY,Wyoming,Teton,43.486,-110.8937,83014,1840018612
Natrona,WY,Wyoming,Natrona,43.0297,-106.8092,82646,1840038376
Greybull,WY,Wyoming,Big Horn,44.4888,-108.0592,82426,1840021241
Frontier,WY,Wyoming,Lincoln,41.8141,-110.5371,83121,1840038328
Worland,WY,Wyoming,Washakie,44.0026,-107.9543,82401,1840021266
Brookhurst,WY,Wyoming,Natrona,42.8618,-106.2272,82636,1840017446
Reliance,WY,Wyoming,Sweetwater,41.6682,-109.1977,82943 82901,1840018692
Medicine Bow,WY,Wyoming,Carbon,41.8996,-106.2019,82329,1840022370
Afton,WY,Wyoming,Lincoln,42.7295,-110.9317,83110,1840021291
Daniel,WY,Wyoming,Sublette,42.8658,-110.0767,83115,1840018659
Dixon,WY,Wyoming,Carbon,41.0345,-107.5355,82323,1840021310
Fort Laramie,WY,Wyoming,Goshen,42.2134,-104.5178,82212,1840021303
Ethete,WY,Wyoming,Fremont,43.0008,-108.723,82510 82520,1840017435
Powell,WY,Wyoming,Park,44.7962,-108.7682,82435,1840019976
Arrowhead Springs,WY,Wyoming,Sweetwater,41.5081,-109.1551,82901,1840038423
Homa Hills,WY,Wyoming,Natrona,42.9857,-106.3719,82601,1840038431
Encampment,WY,Wyoming,Carbon,41.2088,-106.7948,82325,1840021313
Pine Haven,WY,Wyoming,Crook,44.3534,-104.8104,82721,1840022347
South Superior,WY,Wyoming,Sweetwater,41.7619,-108.9668,82945,1840038347
Shell,WY,Wyoming,Big Horn,44.5346,-107.7843,82441,1840026119
Arlington,WY,Wyoming,Carbon,41.6052,-106.1999,82083,1840026207
Lyman,WY,Wyoming,Uinta,41.3275,-110.2975,82937,1840021340
Kirby,WY,Wyoming,Hot Springs,43.8031,-108.1811,82443 82430,1840021268
Foxpark,WY,Wyoming,Albany,41.0794,-106.1525,82070,1840038401
Fontenelle,WY,Wyoming,Lincoln,41.9973,-110.0626,83101,1840017454
Upton,WY,Wyoming,Weston,44.1025,-104.6376,82730,1840022351
Meeteetse,WY,Wyoming,Park,44.1545,-108.8608,82433,1840022341
Parkman,WY,Wyoming,Sheridan,44.9488,-107.3077,82838,1840018596
Beulah,WY,Wyoming,Crook,44.546,-104.0826,82712,1840023930
Granger,WY,Wyoming,Sweetwater,41.597,-109.9627,82934,1840021317
Burns,WY,Wyoming,Laramie,41.1909,-104.359,82053,1840021338
Natwick,WY,Wyoming,Platte,41.9608,-105.0566,82201,1840038377
Bessemer Bend,WY,Wyoming,Natrona,42.7576,-106.5237,82604,1840038424
South Park,WY,Wyoming,Teton,43.4235,-110.7993,83001,1840038436
Yoder,WY,Wyoming,Goshen,41.917,-104.2955,82244,1840022366
Bedford,WY,Wyoming,Lincoln,42.8983,-110.9432,83127 83112,1840017451
South Greeley,WY,Wyoming,Laramie,41.0933,-104.8067,82007,1840038443
Linch,WY,Wyoming,Johnson,43.6064,-106.1961,82640,1840038333
Boysen,WY,Wyoming,Fremont,43.4416,-108.1732,82649,1840038360
Saratoga,WY,Wyoming,Carbon,41.4517,-106.8107,82331,1840022371
Opal,WY,Wyoming,Lincoln,41.768,-110.324,83124,1840022362
McKinnon,WY,Wyoming,Sweetwater,41.0314,-109.9384,82938,1840017464
Hiland,WY,Wyoming,Natrona,43.1152,-107.349,82638,1840038412
Big Horn,WY,Wyoming,Sheridan,44.6791,-106.9971,82801,1840017428
Alta,WY,Wyoming,Teton,43.7737,-111.0312,83414,1840017429
Carlile,WY,Wyoming,Crook,44.4869,-104.8014,82721,1840038365
Lysite,WY,Wyoming,Fremont,43.268,-107.6904,82642,1840038414
Green River,WY,Wyoming,Sweetwater,41.5124,-109.4708,82935,1840020100
Torrington,WY,Wyoming,Goshen,42.0658,-104.1621,82240,1840021302
Cowley,WY,Wyoming,Big Horn,44.8835,-108.4694,82420,1840021239
Burntfork,WY,Wyoming,Sweetwater,41.0291,-110.0043,82938,1840038323
Bosler,WY,Wyoming,Albany,41.5761,-105.6953,82051,1840038321
Wolf,WY,Wyoming,Sheridan,44.7716,-107.239,82834,1840024503
Sinclair,WY,Wyoming,Carbon,41.7761,-107.1199,82334,1840022372
Lance Creek,WY,Wyoming,Niobrara,43.041,-104.6626,82225 82224 82222,1840017443
Meadow Acres,WY,Wyoming,Natrona,42.8593,-106.0954,82636,1840038433
Dubois,WY,Wyoming,Fremont,43.5389,-109.6443,82513,1840021269
Lingle,WY,Wyoming,Goshen,42.1388,-104.3461,82223,1840021305
North Rock Springs,WY,Wyoming,Sweetwater,41.6697,-109.2714,82901,1840018691
Little America,WY,Wyoming,Sweetwater,41.547,-109.8642,82929,1840018690
Osmond,WY,Wyoming,Lincoln,42.6779,-110.9406,83110,1840024048
Sundance,WY,Wyoming,Crook,44.4048,-104.3624,82729,1840022348
Clearview Acres,WY,Wyoming,Sweetwater,41.5842,-109.28,82901,1840038428
Whiting,WY,Wyoming,Platte,42.0089,-104.9711,82201,1840038392
Sunrise,WY,Wyoming,Platte,42.3302,-104.7055,82215,1840038349
Antelope Hills,WY,Wyoming,Natrona,43.0813,-106.3117,82601,1840038422
Jackson,WY,Wyoming,Teton,43.4723,-110.774,83001 83002,1840021258
Aladdin,WY,Wyoming,Crook,44.64,-104.1836,82710,1840038356
Urie,WY,Wyoming,Uinta,41.3089,-110.3352,82937,1840024145
Mills,WY,Wyoming,Natrona,42.846,-106.3808,82604 82644,1840022359
Arvada,WY,Wyoming,Sheridan,44.6622,-106.1419,82831,1840017427
Laramie,WY,Wyoming,Albany,41.3095,-105.6097,82072 82070 82071,1840020096
Boulder Flats,WY,Wyoming,Fremont,42.9156,-108.7993,82520,1840038425
Wright,WY,Wyoming,Campbell,43.7484,-105.4963,82732,1840022344
Kemmerer,WY,Wyoming,Lincoln,41.7761,-110.5555,83101 83121 83116,1840018662
Deaver,WY,Wyoming,Big Horn,44.889,-108.596,82421,1840021240
Burlington,WY,Wyoming,Big Horn,44.4471,-108.432,82411,1840021238
Cheyenne,WY,Wyoming,Laramie,41.1418,-104.7943,82009 82001 82007 82002 82003 82006 82008 82010,1840018713
Crowheart,WY,Wyoming,Fremont,43.3398,-109.2298,82512,1840017432
Robertson,WY,Wyoming,Uinta,41.1816,-110.4274,82944,1840018714
Evansville,WY,Wyoming,Natrona,42.8681,-106.2525,82636,1840021290
Riverside,WY,Wyoming,Carbon,41.2154,-106.7813,82325,1840021312
Vista West,WY,Wyoming,Natrona,42.862,-106.4362,82604,1840038444
Buffalo,WY,Wyoming,Johnson,44.3426,-106.7138,82834,1840018615
Acme,WY,Wyoming,Sheridan,44.9105,-106.9851,82801,1840038313
Alcova,WY,Wyoming,Natrona,42.5543,-106.7263,82620,1840017445
Hill View Heights,WY,Wyoming,Weston,43.8159,-104.1517,82701,1840038430
Lost Springs,WY,Wyoming,Converse,42.7654,-104.9252,82229,1840021288
Purple Sage,WY,Wyoming,Sweetwater,41.5514,-109.3202,82901,1840038435
Merna,WY,Wyoming,Sublette,42.9463,-110.3407,83115,1840038397
Casper Mountain,WY,Wyoming,Natrona,42.7449,-106.3211,82601,1840038426
Alpine,WY,Wyoming,Lincoln,43.1608,-111.0182,83128,1840021292
La Barge,WY,Wyoming,Lincoln,42.2605,-110.1971,83123,1840021294
Casper,WY,Wyoming,Natrona,42.843,-106.3205,82604 82601 82609 82602 82605,1840038324
Eden,WY,Wyoming,Sweetwater,42.0602,-109.4392,82932,1840017463
Albin,WY,Wyoming,Laramie,41.417,-104.1016,82050,1840021339
Huntley,WY,Wyoming,Goshen,41.9316,-104.1437,82240,1840017460
Milford,WY,Wyoming,Fremont,42.8763,-108.7843,82520,1840038373
Point of Rocks,WY,Wyoming,Sweetwater,41.6831,-108.7755,82942,1840038381
Bairoil,WY,Wyoming,Sweetwater,42.2372,-107.5611,82322,1840020102
Clearmont,WY,Wyoming,Sheridan,44.6399,-106.3816,82835,1840022345
Glenrock,WY,Wyoming,Converse,42.8564,-105.8629,82637,1840021287
Thayne,WY,Wyoming,Lincoln,42.9192,-110.9968,83127,1840022365
Diamondville,WY,Wyoming,Lincoln,41.7771,-110.5357,83116,1840021293
Jeffrey City,WY,Wyoming,Fremont,42.4808,-107.8256,82520 82310,1840017437
Chugwater,WY,Wyoming,Platte,41.7557,-104.8229,82210,1840022367
Westview Circle,WY,Wyoming,Platte,42.0606,-105.0715,82201,1840038438
Clark,WY,Wyoming,Park,44.8994,-109.151,82435,1840038367
Glendo,WY,Wyoming,Platte,42.5041,-105.0254,82213,1840021306
Dayton,WY,Wyoming,Sheridan,44.8733,-107.2625,82836,1840021244
Atlantic City,WY,Wyoming,Fremont,42.5012,-108.733,82520,1840017434
Ryan Park,WY,Wyoming,Carbon,41.3131,-106.4895,82331,1840024100
Ralston,WY,Wyoming,Park,44.7085,-108.8823,82440 82435,1840018594
Hartrandt,WY,Wyoming,Natrona,42.8836,-106.3492,82601,1840038429
Centennial,WY,Wyoming,Albany,41.3005,-106.1355,82055,1840017462
Mountain View,WY,Wyoming,Uinta,41.2724,-110.3343,82939,1840022388
Kaycee,WY,Wyoming,Johnson,43.7097,-106.6379,82639,1840021260
Recluse,WY,Wyoming,Campbell,44.7411,-105.7081,82725,1840038383
La Grange,WY,Wyoming,Goshen,41.6384,-104.163,82221,1840021304
Story,WY,Wyoming,Sheridan,44.5731,-106.9142,82842,1840018597
Baggs,WY,Wyoming,Carbon,41.0345,-107.6574,82321,1840020095
Rafter J Ranch,WY,Wyoming,Teton,43.4317,-110.7922,83001,1840038440
Ten Sleep,WY,Wyoming,Washakie,44.0349,-107.4483,82442,1840022352
Rolling Hills,WY,Wyoming,Converse,42.9037,-105.8431,82637,1840021286
Pavillion,WY,Wyoming,Fremont,43.244,-108.689,82523,1840022354
Washam,WY,Wyoming,Sweetwater,41.0056,-109.6992,82938,1840038437
Frannie,WY,Wyoming,Big Horn,44.971,-108.6205,82423,1840021237
Meriden,WY,Wyoming,Laramie,41.5436,-104.3191,82081,1840038335
Otto,WY,Wyoming,Big Horn,44.4033,-108.2743,82434,1840038339
Basin,WY,Wyoming,Big Horn,44.3806,-108.0465,82410,1840019977
Midwest,WY,Wyoming,Natrona,43.4113,-106.2772,82643,1840022358
Boulder,WY,Wyoming,Sublette,42.7461,-109.7067,82923,1840017449
Seminoe Dam,WY,Wyoming,Carbon,42.1566,-106.9139,82334,1840038345
James Town,WY,Wyoming,Sweetwater,41.5652,-109.5393,82935,1840017466
Star Valley Ranch,WY,Wyoming,Lincoln,42.9799,-110.9625,83127,1840022364
Cora,WY,Wyoming,Sublette,42.9578,-109.9917,82941 82925,1840017447
Wapiti,WY,Wyoming,Park,44.4686,-109.4377,82450,1840038403
Marbleton,WY,Wyoming,Sublette,42.5579,-110.1009,83113,1840022360
Orpha,WY,Wyoming,Converse,42.8547,-105.5036,82633,1840038338
Red Buttes,WY,Wyoming,Albany,41.1825,-105.5947,82070,1840038341
Rock Springs,WY,Wyoming,Sweetwater,41.595,-109.2237,82901 82902,1840020101
Bonneville,WY,Wyoming,Fremont,43.2688,-108.0734,82649,1840038320
Thayer Junction,WY,Wyoming,Sweetwater,41.6869,-108.9112,82901,1840038390
Etna,WY,Wyoming,Lincoln,43.0334,-111.0129,83118,1840017452
Slater,WY,Wyoming,Platte,41.8776,-104.7887,82201,1840018686
Hulett,WY,Wyoming,Crook,44.6829,-104.5982,82720,1840021246
Lander,WY,Wyoming,Fremont,42.8313,-108.7599,82520,1840020027
Hartville,WY,Wyoming,Platte,42.3277,-104.7245,82215,1840021308
South Torrington,WY,Wyoming,Goshen,42.0497,-104.1794,82240,1840038348
East Thermopolis,WY,Wyoming,Hot Springs,43.6441,-108.1979,82443,1840021267
Manville,WY,Wyoming,Niobrara,42.7795,-104.6173,82227,1840022356
Bear River,WY,Wyoming,Uinta,41.3859,-111.0271,82930,1840020123
Fort Bridger,WY,Wyoming,Uinta,41.3183,-110.3894,82933,1840017483
Rawlins,WY,Wyoming,Carbon,41.7849,-107.2265,82301,1840020094
Rock River,WY,Wyoming,Albany,41.7317,-105.9752,82083,1840021315
Newcastle,WY,Wyoming,Weston,43.851,-104.2125,82701,1840020012
Van Tassell,WY,Wyoming,Niobrara,42.6643,-104.0913,82242,1840022357
Hawk Springs,WY,Wyoming,Goshen,41.7852,-104.265,82244 82217,1840017459
Red Butte,WY,Wyoming,Natrona,42.8051,-106.4338,82604,1840018658
Douglas,WY,Wyoming,Converse,42.7547,-105.3834,82633,1840018655
Guernsey,WY,Wyoming,Platte,42.2658,-104.743,82214,1840021307
Manderson,WY,Wyoming,Big Horn,44.2699,-107.9641,82432,1840022342
Burris,WY,Wyoming,Fremont,43.3641,-109.2749,82512,1840038364
Osage,WY,Wyoming,Weston,43.9848,-104.4269,82723,1840018629
Cokeville,WY,Wyoming,Lincoln,42.0712,-110.9598,83114,1840022363
Wamsutter,WY,Wyoming,Sweetwater,41.6679,-107.979,82336,1840022374
Moorcroft,WY,Wyoming,Crook,44.2646,-104.9476,82721,1840022346
Egbert,WY,Wyoming,Laramie,41.1697,-104.2569,82053,1840038400
Byron,WY,Wyoming,Big Horn,44.7964,-108.5082,82412 82431,1840022343
Auburn,WY,Wyoming,Lincoln,42.7944,-111.0135,83111,1840017450
Rozet,WY,Wyoming,Campbell,44.278,-105.2061,82727,1840038386
Orin,WY,Wyoming,Converse,42.6506,-105.1824,82633,1840026161
Lonetree,WY,Wyoming,Uinta,41.0273,-110.1536,82936,1840017482
Pine Bluffs,WY,Wyoming,Laramie,41.1803,-104.0692,82082,1840022387
Y-O Ranch,WY,Wyoming,Platte,42.0351,-104.9229,82201,1840038439
Cody,WY,Wyoming,Park,44.5212,-109.055,82414,1840018595
Turnerville,WY,Wyoming,Lincoln,42.8622,-110.9007,83112,1840018661
Sleepy Hollow,WY,Wyoming,Campbell,44.2327,-105.4309,82718,1840038442
Gillette,WY,Wyoming,Campbell,44.2793,-105.5013,82718 82716 82717,1840019978
Veteran,WY,Wyoming,Goshen,41.9627,-104.3863,82243,1840018685
Hudson,WY,Wyoming,Fremont,42.9028,-108.5819,82515 82520,1840021270
Orchard Valley,WY,Wyoming,Laramie,41.0966,-104.8194,82007,1840038410
Lovell,WY,Wyoming,Big Horn,44.8357,-108.3919,82431,1840021242
Elk Mountain,WY,Wyoming,Carbon,41.6884,-106.4134,82324,1840021311
Bar Nunn,WY,Wyoming,Natrona,42.922,-106.3475,82601,1840020060
Kinnear,WY,Wyoming,Fremont,43.1519,-108.6776,82501,1840038330
Woods Landing,WY,Wyoming,Albany,41.1105,-106.0133,82063,1840038405
Moose Wilson Road,WY,Wyoming,Teton,43.5315,-110.834,83014,1840038434
Parkerton,WY,Wyoming,Converse,42.8511,-105.9731,82637,1840038380
McFadden,WY,Wyoming,Carbon,41.6544,-106.1306,82083,1840038415
Table Rock,WY,Wyoming,Sweetwater,41.622,-108.404,82901,1840018693
Powder River,WY,Wyoming,Natrona,43.049,-106.9932,82604 82648,1840018657
Moose,WY,Wyoming,Teton,43.6558,-110.7183,83012,1840038336
Esterbrook,WY,Wyoming,Converse,42.4061,-105.3858,82633,1840017444
Garland,WY,Wyoming,Park,44.7777,-108.6542,82435,1840017425
Owl Creek,WY,Wyoming,Hot Springs,43.7819,-108.5679,82443,1840018631
Carpenter,WY,Wyoming,Laramie,41.0456,-104.3644,82054,1840024139
Pinedale,WY,Wyoming,Sublette,42.868,-109.871,82941,1840022361
Allendale,WY,Wyoming,Natrona,42.8147,-106.3106,82601,1840038314
Edgerton,WY,Wyoming,Natrona,43.4141,-106.2477,82635,1840021289
Smoot,WY,Wyoming,Lincoln,42.6191,-110.9196,83126,1840018660
Fairview,WY,Wyoming,Lincoln,42.6871,-110.9866,83110 83119,1840017453
Chugcreek,WY,Wyoming,Platte,42.0535,-104.9079,82201,1840038427
Arapahoe,WY,Wyoming,Fremont,42.9911,-108.4562,82510 82501,1840017433
Banner,WY,Wyoming,Sheridan,44.6014,-106.8653,82832,1840038358
Wheatland,WY,Wyoming,Platte,42.0516,-104.9595,82201,1840022368
Evanston,WY,Wyoming,Uinta,41.2602,-110.9646,82930 82931,1840020122
Thermopolis,WY,Wyoming,Hot Springs,43.6479,-108.2139,82443,1840022353
Sheridan,WY,Wyoming,Sheridan,44.7949,-106.9611,82801,1840021243
Farson,WY,Wyoming,Sweetwater,42.1528,-109.4283,82932,1840017465
Leiter,WY,Wyoming,Sheridan,44.718,-106.2692,82837,1840038371
Hanna,WY,Wyoming,Carbon,41.8698,-106.5596,82327,1840021314
Riverton,WY,Wyoming,Fremont,43.0416,-108.4125,82501,1840020026
Fort Washakie,WY,Wyoming,Fremont,43.0069,-108.9205,82514 82520,1840017436
Hillsdale,WY,Wyoming,Laramie,41.208,-104.4744,82060,1840024140
Paradise Valley,WY,Wyoming,Natrona,42.8175,-106.3984,82604,1840038340
Hoback,WY,Wyoming,Teton,43.3082,-110.7443,83001,1840017430
Grover,WY,Wyoming,Lincoln,42.7947,-110.9294,83122,1840017455
Mammoth,WY,Wyoming,Park,44.9733,-110.6931,82190,1840023927
Johnstown,WY,Wyoming,Fremont,43.1118,-108.6955,82516 82501,1840038432
Devils Tower,WY,Wyoming,Crook,44.5892,-104.6966,82714,1840038409
Kelly,WY,Wyoming,Teton,43.6233,-110.6265,83011,1840026121
Emblem,WY,Wyoming,Big Horn,44.5058,-108.3918,82422,1840038411
Almy,WY,Wyoming,Uinta,41.3316,-111.0046,82930,1840038315
Quealy,WY,Wyoming,Sweetwater,41.5383,-109.2226,82901,1840038382
Bondurant,WY,Wyoming,Sublette,43.1948,-110.4026,82922,1840017448
Hyattville,WY,Wyoming,Big Horn,44.2498,-107.6148,82428,1840017426
Carter,WY,Wyoming,Uinta,41.4405,-110.4303,82937,1840017481
Lusk,WY,Wyoming,Niobrara,42.7612,-104.4583,82225,1840021285
Ranchettes,WY,Wyoming,Laramie,41.2184,-104.7729,82009,1840038441
Savery,WY,Wyoming,Carbon,41.025,-107.4498,82332,1840038344
Shoshoni,WY,Wyoming,Fremont,43.238,-108.1068,82649,1840022355
Ranchester,WY,Wyoming,Sheridan,44.9079,-107.1661,82839,1840021245
Lucerne,WY,Wyoming,Hot Springs,43.7136,-108.1872,82443,1840017431
Big Piney,WY,Wyoming,Sublette,42.5403,-110.1213,83113,1840020061
Teton Village,WY,Wyoming,Teton,43.5931,-110.8441,83025,1840018613
New London,NH,New Hampshire,Merrimack,43.4139,-71.9844,3257,1840026155
Peterborough,NH,New Hampshire,Hillsborough,42.879,-71.9593,3458,1840002990
Union,NH,New Hampshire,Carroll,43.4913,-71.0233,3887,1840026137
Walpole,NH,New Hampshire,Cheshire,43.0792,-72.4236,3608,1840026183
Enfield,NH,New Hampshire,Grafton,43.6448,-72.148,3748,1840002194
Suncook,NH,New Hampshire,Merrimack,43.1382,-71.4528,3275,1840002804
Sanbornville,NH,New Hampshire,Carroll,43.5524,-71.03,3872,1840026135
Blodgett Landing,NH,New Hampshire,Merrimack,43.3757,-72.0392,3255,1840026152
